parameter,value,interpreted_value
lr_log,-1.4452915809090312,0.0359
l1_l2_log,-2.9372319593772285,0.001155
dropout_rate,0.6861598104862665,0.6862
batch_size_idx,3.0,128
optimizer_idx,2.0,rmsprop
hidden_size_1,49.0,49
hidden_size_2,246.0,246
hidden_size_3,6.0,6
hidden_size_4,0.0,0
use_batch_norm_num,0.0,FALSE
