parameter,value,interpreted_value
lr_log,-1.2423272375569954,0.0572
l1_l2_log,-2.590405433902265,0.002568
dropout_rate,0.0,0.0000
batch_size_idx,4.0,256
optimizer_idx,3.0,adagrad
hidden_size_1,256.0,256
hidden_size_2,207.0,207
hidden_size_3,0.0,0
hidden_size_4,78.0,78
use_batch_norm_num,0.0,FALSE
