parameter,value,interpreted_value
lr_log,-0.39015473175934234,0.4072
l1_l2_log,-5.0,0.000010
dropout_rate,0.4106247419616348,0.4106
batch_size_idx,1.0,32
optimizer_idx,1.0,sgd
hidden_size_1,255.0,255
hidden_size_2,0.0,0
hidden_size_3,256.0,256
hidden_size_4,157.0,157
use_batch_norm_num,1.0,TRUE
