parameter,value,interpreted_value
lr_log,-2.3761404842070295,0.0042
l1_l2_log,-5.0,0.000010
dropout_rate,0.4381475437310438,0.4381
batch_size_idx,4.0,256
optimizer_idx,0.0,adam
hidden_size_1,256.0,256
hidden_size_2,256.0,256
hidden_size_3,256.0,256
hidden_size_4,0.0,0
use_batch_norm_num,1.0,TRUE
