feature,importance
hour_cos,0.11060859623159947
norm_F2,0.0038495405907546707
norm_F7,0.0020285004310563646
norm_F1,0.0005785836456763301
norm_F4,-0.0004886841947544518
norm_F3,-0.0070513441120469604
norm_F5,-0.012182528156969
norm_F6,-0.01881434149804752
norm_F8,-0.02128772895546055
hour_sin,-0.026264470353927222
norm_IR.LIGHT,-0.04933174741481444
norm_CLEAR,-0.05803124812709476
Intensity,-0.12703483949490338
