feature,importance
F4,0.5047449834240978
F3,0.45649789384413747
F8,0.4004149232181781
F1,0.31615291883064545
CLEAR,0.2850389340958949
F7,0.15373711249886104
F5,0.06556417642647376
F6,0.0627308536063977
F2,0.05057928047267609
IR.LIGHT,0.01674761874724025
