parameter,value,interpreted_value
lr_log,-3.806059950967757,0.0002
l1_l2_log,-5.0,0.000010
dropout_rate,0.49552583118906157,0.4955
batch_size_idx,3.0,128
optimizer_idx,2.0,rmsprop
hidden_size_1,84.0,84
hidden_size_2,83.0,83
hidden_size_3,0.0,0
hidden_size_4,66.0,66
use_batch_norm_num,1.0,TRUE
