feature,importance
PC1,0.16741522819954188
hour_cos,0.0807189542483659
PC5,0.03572984749455325
PC3,0.03524663426624208
PC2,0.02058264901402144
hour_sin,0.01116418077202382
Intensity,0.003793084185240936
PC4,0.003024970672029411
