parameter,value,interpreted_value
lr_log,-1.2457733830644946,0.0568
l1_l2_log,-5.0,0.000010
dropout_rate,0.7,0.7000
batch_size_idx,1.0,32
optimizer_idx,3.0,adagrad
hidden_size_1,61.0,61
hidden_size_2,141.0,141
hidden_size_3,0.0,0
hidden_size_4,256.0,256
use_batch_norm_num,1.0,TRUE
