parameter,value,interpreted_value
lr_log,-3.3494809630669877,0.0004
l1_l2_log,-5.0,0.000010
dropout_rate,0.0,0.0000
batch_size_idx,1.0,32
optimizer_idx,1.0,sgd
hidden_size_1,233.0,233
hidden_size_2,256.0,256
hidden_size_3,256.0,256
hidden_size_4,70.0,70
use_batch_norm_num,1.0,TRUE
