parameter,value,interpreted_value
lr_log,-0.5804295848981269,0.2628
l1_l2_log,-4.2161725442786215,0.000061
dropout_rate,0.45009599269722217,0.4501
batch_size_idx,2.0,64
optimizer_idx,3.0,adagrad
hidden_size_1,156.0,156
hidden_size_2,244.0,244
hidden_size_3,62.0,62
hidden_size_4,216.0,216
use_batch_norm_num,1.0,TRUE
