parameter,value,interpreted_value
lr_log,-2.887696236427737,0.0013
l1_l2_log,-3.793173183128176,0.000161
dropout_rate,0.6468821727736214,0.6469
batch_size_idx,2.0,64
optimizer_idx,2.0,rmsprop
hidden_size_1,256.0,256
hidden_size_2,38.0,38
hidden_size_3,23.0,23
hidden_size_4,0.0,0
use_batch_norm_num,1.0,TRUE
