parameter,value,interpreted_value
lr_log,-2.2302646623096702,0.0059
l1_l2_log,-5.0,0.000010
dropout_rate,0.0,0.0000
batch_size_idx,0.0,16
optimizer_idx,2.0,rmsprop
hidden_size_1,25.0,25
hidden_size_2,227.0,227
hidden_size_3,0.0,0
hidden_size_4,256.0,256
use_batch_norm_num,1.0,TRUE
