parameter,value,interpreted_value
lr_log,-1.5744843713674563,0.0266
l1_l2_log,-4.753849019916391,0.000018
dropout_rate,0.5629839040699101,0.5630
batch_size_idx,3.0,128
optimizer_idx,2.0,rmsprop
hidden_size_1,153.0,153
hidden_size_2,0.0,0
hidden_size_3,58.0,58
hidden_size_4,142.0,142
use_batch_norm_num,1.0,TRUE
