parameter,value,interpreted_value
lr_log,-4.0,0.0001
l1_l2_log,-5.0,0.000010
dropout_rate,0.0,0.0000
batch_size_idx,1.0,32
optimizer_idx,0.0,adam
hidden_size_1,8.0,8
hidden_size_2,71.0,71
hidden_size_3,197.0,197
hidden_size_4,0.0,0
use_batch_norm_num,0.0,FALSE
