parameter,value,interpreted_value
lr_log,-2.597055145245304,0.0025
l1_l2_log,-2.822765603390459,0.001504
dropout_rate,0.10219753711914138,0.1022
batch_size_idx,0.0,16
optimizer_idx,0.0,adam
hidden_size_1,8.0,8
hidden_size_2,94.0,94
hidden_size_3,217.0,217
hidden_size_4,232.0,232
use_batch_norm_num,1.0,TRUE
