feature,importance
norm_F7,0.20721468074409263
norm_F4,0.1287777219149769
norm_F8,0.07268029719010112
norm_CLEAR,0.058681079269314616
norm_F3,0.055072342327244374
norm_F5,0.05300821183174128
norm_IR.LIGHT,0.048067147086755045
norm_F6,0.047804591922239036
norm_F2,0.04675995754427131
norm_F1,0.04652533378023579
