feature,importance
IR.LIGHT,0.04482742316784871
F5,0.04339007092198586
F8,0.033635933806146545
F6,0.03130496453900711
F3,0.013877068557919555
F4,0.004855791962174967
F2,0.0030591016548463523
hour_sin,0.0027895981087470525
F1,-0.0038723404255319727
hour_cos,-0.013484633569739946
F7,-0.014477541371158384
CLEAR,-0.031560283687943315
