parameter,value,interpreted_value
lr_log,-3.047108966847568,0.0009
l1_l2_log,-1.0,0.100000
dropout_rate,0.0,0.0000
batch_size_idx,3.0,128
optimizer_idx,3.0,adagrad
hidden_size_1,32.0,32
hidden_size_2,75.0,75
hidden_size_3,71.0,71
hidden_size_4,214.0,214
use_batch_norm_num,1.0,TRUE
