parameter,value,interpreted_value
lr_log,-3.138535756125728,0.0007
l1_l2_log,-3.01129270718757,0.000974
dropout_rate,0.44444054752676504,0.4444
batch_size_idx,2.0,64
optimizer_idx,2.0,rmsprop
hidden_size_1,197.0,197
hidden_size_2,78.0,78
hidden_size_3,45.0,45
hidden_size_4,189.0,189
use_batch_norm_num,1.0,TRUE
