parameter,value,interpreted_value
lr_log,-1.4976512009888858,0.0318
l1_l2_log,-5.0,0.000010
dropout_rate,0.0,0.0000
batch_size_idx,3.0,128
optimizer_idx,1.0,sgd
hidden_size_1,256.0,256
hidden_size_2,256.0,256
hidden_size_3,0.0,0
hidden_size_4,0.0,0
use_batch_norm_num,1.0,TRUE
