parameter,value,interpreted_value
lr_log,-1.3437793061468293,0.0453
l1_l2_log,-3.894048205938245,0.000128
dropout_rate,0.7,0.7000
batch_size_idx,4.0,256
optimizer_idx,0.0,adam
hidden_size_1,8.0,8
hidden_size_2,0.0,0
hidden_size_3,0.0,0
hidden_size_4,0.0,0
use_batch_norm_num,1.0,TRUE
