parameter,value,interpreted_value
lr_log,-2.3519770057986724,0.0044
l1_l2_log,-3.9197540531739357,0.000120
dropout_rate,0.7,0.7000
batch_size_idx,4.0,256
optimizer_idx,1.0,sgd
hidden_size_1,127.0,127
hidden_size_2,252.0,252
hidden_size_3,152.0,152
hidden_size_4,0.0,0
use_batch_norm_num,0.0,FALSE
