parameter,value,interpreted_value
lr_log,-2.9088108155032613,0.0012
l1_l2_log,-4.2260874810755595,0.000059
dropout_rate,0.25108922281385593,0.2511
batch_size_idx,3.0,128
optimizer_idx,2.0,rmsprop
hidden_size_1,65.0,65
hidden_size_2,143.0,143
hidden_size_3,103.0,103
hidden_size_4,88.0,88
use_batch_norm_num,0.0,FALSE
