feature,importance
hour_cos,0.4011841432045809
hour_sin,0.006463900979134666
norm_RH,0.003868878655985175
norm_MC,0.002908667830133771
norm_LC,0.002423305788599358
norm_MEDI,0.002370739502512653
norm_PHO,0.002193766339353901
norm_SC,0.0008147774343447342
