feature,importance
norm_MEDI,0.11665948430654305
norm_SC,0.10495941966530198
hour_cos,0.1019176901529842
norm_RH,0.09361129067011416
norm_PHO,0.0897651368239603
hour_sin,0.08179271708683462
norm_MC,0.07125978596566829
norm_LC,0.0610680169503699
