feature,importance
hour_cos,0.37965124021390984
PC1,0.03592029549261625
PC3,0.013831942078961545
PC2,0.011611892596564366
hour_sin,0.005911954975223825
PC5,1.927430489856441e-05
PC4,-0.001184493646488168
