parameter,value,interpreted_value
lr_log,-0.3,0.5012
l1_l2_log,-3.903958924813778,0.000125
dropout_rate,0.7,0.7000
batch_size_idx,0.0,16
optimizer_idx,3.0,adagrad
hidden_size_1,256.0,256
hidden_size_2,0.0,0
hidden_size_3,0.0,0
hidden_size_4,21.0,21
use_batch_norm_num,1.0,TRUE
