parameter,value,interpreted_value
lr_log,-0.3,0.5012
l1_l2_log,-4.417548591981522,0.000038
dropout_rate,0.4509559897445319,0.4510
batch_size_idx,4.0,256
optimizer_idx,0.0,adam
hidden_size_1,236.0,236
hidden_size_2,65.0,65
hidden_size_3,256.0,256
hidden_size_4,39.0,39
use_batch_norm_num,1.0,TRUE
